Alameda,Berkeley,1991,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alameda,Berkeley,1990,38,64,56,50,44.3,56.7,50.5,5.74,0,1.56,0
Alameda,Berkeley,1989,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alameda,Berkeley,1988,39,69,53,46,45.3,56.2,50.7,4.14,0,1.05,0
Alameda,Berkeley,1987,35,66,52,43,42.7,56.2,49.4,3.56,0,1.03,0
Alameda,Berkeley,1986,40,67,55,51,47.5,58.9,53.2,5.25,0,0.93,0
Alameda,Berkeley,1985,35,62,46,50,39.8,55,47.4,0.66,0,0.4,0
Alameda,Berkeley,1984,38,72,53,48,44.1,58.5,51.3,0.22,0,0.12,0
Alameda,Berkeley,1983,37,67,53,49,42.6,56.5,49.6,6.74,0,1.47,0
Alameda,Berkeley,1982,35,61,47,44,39.8,53.5,46.7,10.29,0,6.98,0
Alameda,Berkeley,1981,38,66,54,50,44.7,58.2,51.5,6.18,0,1.97,0
Alameda,Berkeley,1980,34,65,59,49,45.8,57.1,51.4,5.12,0,2.19,0
Alameda,Berkeley,1979,38,58,52,46,44.4,53.9,49.1,8.22,0,1.79,0
Alameda,Berkeley,1978,41,62,53,53,48.1,58,53.1,9.28,0,1.55,0
Alameda,Berkeley,1977,36,67,51,48,41.4,56.6,49,1.44,0,1.04,0
Alameda,Berkeley,1976,35,71,56,49,43.7,60,51.9,0.29,0,0.29,0
Alameda,Berkeley,1975,34,67,47,50,42.5,58,50.2,2.16,0,1.13,0
Alameda,Berkeley,1974,35,69,54,42,43.5,54.8,49.1,4.12,0.1,1.15,0.1
Alameda,Berkeley,1973,36,63,52,45,44.2,54.2,49.2,12.47,0,2.59,0
Alameda,Berkeley,1972,36,63,49,46,41.5,54.1,47.8,1.65,0,0.71,0
Alameda,Berkeley,1971,35,69,55,49,43.5,57.6,50.5,1.62,0,0.48,0
Alameda,Berkeley,1970,38,63,59,51,49.2,58.7,53.9,11.14,0,2.33,0
Alameda,Berkeley,1969,33,62,54,46,40.4,54.5,47.5,9.22,0,1.49,0
Alameda,Berkeley,1968,33,73,51,45,41.3,56,48.7,6.16,0,2.14,0
Alameda,Berkeley,1967,37,67,55,48,43.5,57.3,50.4,10.34,0,3.96,0
Alameda,Berkeley,1966,32,67,53,49,42.2,56.5,49.4,4.76,0,1.53,0
Alameda,Berkeley,1965,32,63,52,47,43,55.5,49.2,4.53,0,1.22,0
Alameda,Berkeley,1964,37,62,48,46,41.7,54.7,48.2,4.96,0,1.64,0
Alameda,Berkeley,1963,33,63,56,46,39.5,54.2,46.9,4.84,0,2.05,0
Alameda,Berkeley,1962,30,77,54,41,40.4,57.7,49,1.92,0,1.38,0
Alameda,Berkeley,1961,30,64,52,48,40.4,55.9,48.1,2.73,0,1,0
Alameda,Berkeley,1960,33,64,52,47,43.8,55.2,49.5,3.96,0,0.68,0
Alameda,Berkeley,1959,36,65,55,52,45.8,58.4,52.1,4.69,0,1.56,0
Alameda,Berkeley,1958,39,67,52,55,44.8,58.2,51.5,5.48,0,1,0
Alameda,Berkeley,1957,32,60,51,44,40.7,52.9,46.8,2.81,0,1.11,0
Alameda,Berkeley,1956,36,60,51,50,45.1,54.8,49.9,7.23,0,1.42,0
Alameda,Berkeley,1955,33,62,45,46,39.7,53.7,46.7,5.46,0,1.21,0
Alameda,Berkeley,1954,34,65,51,48,44.1,56.5,50.3,3.67,0,1.17,0
Alameda,Berkeley,1953,39,72,56,52,46.6,59.6,53.1,4.7,0,0.68,0
Alameda,Berkeley,1952,32,62,53,46,41.1,52.5,46.8,8.92,0,1.27,0
Alameda,Berkeley,1951,35,65,52,48,43,55.1,49,5.03,0,0.86,0
Alameda,Berkeley,1950,30,65,53,42,39.3,51.4,45.3,8.73,0,2.39,0
Alameda,Berkeley,1949,27,58,40,41,34.6,50.1,42.3,1.5,0,0.64,0
Alameda,Berkeley,1948,36,70,56,53,44.7,60.6,52.7,1.78,0,0.83,0
Alameda,Berkeley,1947,33,62,45,48,38.6,53.9,46.3,0.68,0,0.55,0
Alameda,Berkeley,1946,35,64,50,52,42.8,57.2,50,1.54,0,1.11,0
Alameda,Berkeley,1945,36,64,49,50,42.4,56.1,49.3,1.02,0,0.69,0
Alameda,Berkeley,1944,39,72,51,48,44.7,57.2,51,3.36,0,0.82,0
Alameda,Berkeley,1943,32,66,51,48,42.5,58.7,50.6,7.48,0,2.38,0
Alameda,Berkeley,1942,34,68,55,48,44.3,57,50.6,5.18,0,1.85,0
Alameda,Berkeley,1941,40,64,52,46,46.7,57.4,52.1,7.57,0,1.35,0
Alameda,Berkeley,1940,36,68,56,47,46.3,57.2,51.7,10.48,0,1.56,0
Alameda,Berkeley,1939,37,67,47,49,42.9,57.9,50.4,2.67,0,0.87,0
Alameda,Berkeley,1938,38,64,50,50,44.5,57.2,50.8,3.71,0,1.14,0
Alameda,Berkeley,1937,25,54,43,40,36.3,47.6,42,5.56,0,1.5,0
Alameda,Berkeley,1936,39,67,55,52,46.9,57.5,52.2,5.59,0,1.74,0
Alameda,Berkeley,1935,33,67,48,46,43.5,55.8,49.6,6.24,0,1.96,0
Alameda,Berkeley,1934,38,72,52,50,45.1,58.2,51.6,1.65,0,1.18,0
Alameda,Berkeley,1933,32,65,47,46,39.8,52.9,46.3,6.69,0,1.37,0
Alameda,Berkeley,1932,31,71,52,44,41,55.1,48,2.01,0,0.74,0
Alameda,Berkeley,1931,38,70,54,50,45,58.4,51.7,4.28,0,1.19,0
Alameda,Berkeley,1930,32,65,50,44,42.7,53.8,48.3,4.19,0,0.97,0
Alameda,Berkeley,1929,34,59,50,47,40.6,51.7,46.1,0.9,0,0.58,0
Alameda,Berkeley,1928,34,64,52,49,43.5,56.5,50,1.78,0,0.77,0
Alameda,Berkeley,1927,36,66,54,52,45.2,56.4,50.8,3.01,0,0.6,0
Alameda,Berkeley,1926,33,65,52,43,39.9,56.1,48,4.95,0,1.89,0
Alameda,Berkeley,1925,36,66,50,50,42.2,57.4,49.8,1.18,0,0.85,0
Alameda,Berkeley,1924,28,66,54,42,39.8,57.9,48.8,2.53,0,0.83,0
Alameda,Berkeley,1923,30,61,49,44,39.5,54.9,47.2,3.42,0,1.15,0
Alameda,Berkeley,1922,28,63,47,42,36.1,54.5,45.3,3.74,6,2.1,6
Alameda,Berkeley,1921,35,66,48,49,40.8,55.5,48.1,7.31,0,1.9,0
Alameda,Berkeley,1920,33,76,51,46,42,60,51,0.83,0,0.56,0
Alameda,Berkeley,1919,30,67,52,50,42.1,59.8,50.9,2.09,0,1.27,0
Alameda,Berkeley,1918,35,67,48,53,42.6,60.6,51.6,0.96,NULL,0.44,NULL
Alameda,Berkeley,1917,30,64,44,44,36.8,54.5,45.7,1.67,NULL,0.8,NULL
Alameda,Berkeley,1916,32,56,50,44,39.4,50.1,44.7,16.54,0,3.52,0
Alameda,Berkeley,1915,36,62,49,51,41.4,56.3,48.9,6.96,NULL,0.94,NULL
Alameda,Berkeley,1914,36,68,52,51,43.7,56.6,50.1,12.74,0,2.28,0
Alameda,Berkeley,1913,28,68,48,38,38.3,54,46.2,3.78,0,0.82,0
Alameda,Berkeley,1912,34,61,51,48,45,54.4,49.7,3.65,0,1.08,0
Alameda,Berkeley,1911,35,66,50,48,43.5,54,48.7,15.99,NULL,3.17,NULL
Alameda,Berkeley,1910,30,55,49,42,39.4,49.1,44.2,3.38,NULL,0.98,NULL
Alameda,Berkeley,1909,38,60,55,44,46.7,54.1,50.4,13.11,NULL,2.34,NULL
Alameda,Berkeley,1908,38,61,48,48,42.8,54.5,48.7,5.44,NULL,1.85,NULL
Alameda,Berkeley,1907,34,58,52,42,42.1,50.9,46.5,5.02,NULL,1.02,NULL
Alameda,Berkeley,1906,33,64,48,50,39.3,57.2,48.3,6.92,NULL,1.4,NULL
Alameda,Berkeley,1905,34,63,50,49,41.8,55.6,48.7,5.58,NULL,0.92,NULL
Alameda,Berkeley,1904,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alameda,Berkeley,1903,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alameda,Berkeley,1902,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alameda,Berkeley,1901,32,60,52,46,44.4,53.4,48.9,5.86,NULL,1.62,NULL
Alameda,Berkeley,1900,39,60,54,50,44.9,54.9,49.9,4.18,NULL,1.84,NULL
Alameda,Fremont,2015,33,73,53,53,42.3,63.4,52.9,0,NULL,0,NULL
Alameda,Fremont,2014,34,74,56,59,41.3,65.8,53.4,0.02,NULL,0.01,NULL
Alameda,Fremont,2013,29,66,51,50,36.9,57.9,47.3,0.42,NULL,0.23,NULL
Alameda,Fremont,2012,29,68,54,51,39.9,60.6,50.3,1.19,NULL,0.85,NULL
Alameda,Fremont,2011,34,70,53,49,42.9,59.9,51.6,0.79,NULL,0.46,NULL
Alameda,Fremont,2010,39,64,50,51,43.8,57.5,50.7,4.36,0,1.2,0
Alameda,Fremont,2009,28,71,51,48,41.1,61,51,1.09,0,0.65,0
Alameda,Fremont,2008,35,64,52,46,41.7,54.6,48.2,5.07,0,1.1,0
Alameda,Fremont,2007,26,67,47,48,36.5,58.2,47.3,0.76,0,0.21,0
Alameda,Fremont,2006,35,66,52,54,43.6,59.8,51.7,3.21,0,1.37,0
Alameda,Fremont,2005,35,63,53,52,41.5,57.4,49.4,2.77,0,0.62,0
Alameda,Fremont,2004,32,69,50,51,43.3,56.7,50,1.77,0,1.01,0
Alameda,Fremont,2003,40,67,54,51,46.8,62.6,54.7,0.71,0,0.49,0
Alameda,Fremont,2002,31,64,56,48,40.7,56.7,48.7,1.14,0,0.5,0
Alameda,Fremont,2001,34,67,49,50,39.9,58.4,49.1,2.57,0,0.65,0
Alameda,Fremont,2000,35,67,54,53,45.8,60.7,53.3,5.14,0,2.1,0
Alameda,Fremont,1999,32,67,54,49,41.5,59.7,50.6,3.39,0,0.7,0
Alameda,Fremont,1998,37,71,54,52,46.3,60.3,53.3,6.04,0,1.1,0
Alameda,Fremont,1997,30,67,56,47,44.5,58.5,51.5,5.94,0,1.11,0
Alameda,Fremont,1996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alameda,Hayward,2015,33,78,53,49,43.8,62.1,52.9,0,0,0,0
Alameda,Hayward,2014,36,71,54,56,42.6,64,53.3,0.01,0,0.01,0
Alameda,Hayward,2013,31,66,51,48,38.1,56.7,47.4,0.19,0,0.12,0
Alameda,Hayward,2012,30,70,51,50,41,59.2,50.1,1.56,0,1.04,0
Alameda,Hayward,2011,35,70,51,47,42.6,59.4,51,0.69,0,0.24,0
Alameda,Hayward,2010,39,63,53,50,45.4,57.5,51.4,5.19,0,1.26,0
Alameda,Hayward,2009,32,77,53,49,41.7,61.4,51.5,1.08,0,0.44,0
Alameda,Hayward,2008,33,64,53,47,41.9,54.6,48.3,5.76,0,1.92,0
Alameda,Hayward,2007,28,67,48,48,38,57,47.5,0.53,0,0.16,0
Alameda,Hayward,2006,38,68,52,53,44.7,58.8,51.7,3.18,0,1.04,0
Alameda,Hayward,2005,34,61,51,47,42.3,55.6,49,2.94,0,0.62,0
Alameda,Hayward,2004,32,66,52,50,44.1,56.3,50.2,1.72,0,1.01,0
Alameda,Hayward,2003,41,70,54,52,47.8,61.5,54.7,0.89,0,0.45,0
Alameda,Hayward,2002,32,63,54,46,41,55.7,48.4,1.06,NULL,0.51,NULL
Alameda,Hayward,2001,33,64,46,50,39.9,56.8,48.4,2.33,NULL,0.72,NULL
Alameda,Hayward,2000,34,67,53,54,46.2,58.1,52.2,5.8,NULL,1.97,NULL
Alameda,Hayward,1999,32,64,54,49,41.7,56.6,49.2,2.6,NULL,0.69,NULL
Alameda,Hayward,1998,37,68,57,37,48.7,57.9,53.3,0,NULL,0,NULL
Alameda,Hayward,1997,25,64,63,43,45.8,56.7,51.2,0,NULL,0,NULL
Alameda,Hayward,1996,40,69,53,52,45.7,58,51.8,0,NULL,0,NULL
Alameda,Hayward,1995,37,67,58,52,49.9,58.8,54.3,0,NULL,0,NULL
Alameda,Hayward,1994,35,69,52,52,42.4,59.4,50.9,0,NULL,0,NULL
Alameda,Hayward,1993,30,66,54,46,42.4,56,49.2,0,NULL,0,NULL
Alameda,Hayward,1992,35,64,51,45,40.2,55.4,47.8,0,NULL,0,NULL
Alameda,Hayward,1991,32,68,50,50,41.7,57.4,49.5,0,NULL,0,NULL
Alameda,Hayward,1990,34,64,55,51,42,56.7,49.3,0,NULL,0,NULL
Alameda,Hayward,1989,32,66,47,48,39.4,55,47.2,0,NULL,0,NULL
Alameda,Hayward,1988,34,70,51,47,42.7,56.8,49.7,0,NULL,0,NULL
Alameda,Hayward,1987,33,74,54,41,42.4,54.7,48.5,0,NULL,0,NULL
Alameda,Hayward,1986,10,67,59,10,46,56.7,51.4,0,NULL,0,NULL
Alameda,Hayward,1985,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL
Alameda,Hayward,1984,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL
Alameda,Hayward,1983,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL
Alameda,Hayward,1982,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL
Alameda,Hayward,1981,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL
Alameda,Hayward,1980,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL
Alameda,Hayward,1979,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL
Alameda,Hayward,1978,31,31,31,31,31.1,31.1,31.1,0,NULL,0,NULL
Alameda,Hayward,1977,20,20,20,20,20.1,20.1,20.1,0,NULL,0,NULL
Alameda,Hayward,1976,21,21,21,21,21.2,21.2,21.2,0,NULL,0,NULL
Alameda,Hayward,1975,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL
Alameda,Hayward,1974,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL
Alameda,Hayward,1973,3,3,3,3,3,3,3,0,NULL,0,NULL
Alameda,Livermore,2015,27,71,49,50,38.6,61.1,49.9,0,NULL,0,NULL
Alameda,Livermore,2014,31,73,56,57,38.7,65.1,51.9,0.08,NULL,0.08,NULL
Alameda,Livermore,2013,25,65,49,46,33.9,54.9,44.4,1.07,NULL,0.41,NULL
Alameda,Livermore,2012,25,70,48,48,37,60.8,48.9,1.52,NULL,1.07,NULL
Alameda,Livermore,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alameda,Livermore,2010,35,63,51,46,41.1,55.1,48.1,3.53,0,0.61,0
Alameda,Livermore,2009,27,73,50,43,38.4,60.1,49.2,1.34,0,0.91,0
Alameda,Livermore,2008,31,64,53,42,39.4,53.6,46.5,4.79,0,1.96,0
Alameda,Livermore,2007,22,64,46,44,34,57.6,45.8,0.52,0,0.19,0
Alameda,Livermore,2006,32,69,50,50,41.2,58.8,50,2.22,0,1.06,0
Alameda,Livermore,2005,31,62,49,45,39.1,52.9,46,2.81,0,0.81,0
Alameda,Livermore,2004,27,67,48,48,40.1,54.8,47.4,2.19,0,1.62,0
Alameda,Livermore,2003,35,67,51,47,43.4,60.4,51.9,0.66,0,0.23,0
Alameda,Livermore,2002,26,65,54,48,37.2,55.7,46.5,0.72,0,0.38,0
Alameda,Livermore,2001,29,65,47,48,36.1,56.5,46.3,1.92,0,0.71,0
Alameda,Livermore,2000,30,67,53,51,43,59.1,51.1,4.61,0,1.84,0
Alameda,Livermore,1999,24,66,54,50,38.6,57.8,48.2,3.23,0,0.74,0
Alameda,Livermore,1998,30,69,51,46,42.4,56.7,49.5,5.47,0,1.01,0
Alameda,Livermore,1997,26,68,62,40,42.1,55,48.5,5.81,0,1.28,0
Alameda,Livermore,1996,33,67,52,49,41.6,57.1,49.3,5.17,0,1.66,0
Alameda,Livermore,1995,32,71,55,48,46.5,57.5,52,6.64,0,2.29,0
Alameda,Livermore,1994,30,69,50,46,37.5,58.4,47.9,0.94,0,0.33,0
Alameda,Livermore,1993,25,65,51,40,37.7,54.3,46,6.41,0,1.34,0
Alameda,Livermore,1992,28,63,45,37,35.6,53.5,44.5,1.39,0,0.87,0
Alameda,Livermore,1991,28,70,49,45,36.8,58.8,47.8,0.31,0,0.26,0
Alameda,Livermore,1990,29,67,50,51,38.3,57.7,48,1.54,0,0.54,0
Alameda,Livermore,1989,28,67,45,44,36,55.8,45.9,0.81,0,0.42,0
Alameda,Livermore,1988,30,69,51,42,39.6,57.2,48.4,1.78,0,0.41,0
Alameda,Livermore,1987,25,70,44,43,33.7,56.8,45.3,1.83,0,0.5,0
Alameda,Livermore,1986,32,70,54,46,42.7,60.6,51.6,2.04,0,0.51,0
Alameda,Livermore,1985,26,66,45,42,34.8,53.2,44,0.48,0,0.19,0
Alameda,Livermore,1984,26,71,44,45,36,56.7,46.4,0.33,0,0.2,0
Alameda,Livermore,1983,25,65,51,41,36,54.5,45.3,6.28,0,1.49,0
Alameda,Livermore,1982,27,66,43,45,33,52.7,42.9,5.29,0,1.76,0
Alameda,Livermore,1981,28,67,50,45,39.2,57.3,48.2,3.97,0,1.62,0
Alameda,Livermore,1980,29,66,57,49,40.2,57.4,48.8,4.16,0,0.96,0
Alameda,Livermore,1979,24,61,52,44,34.2,55,44.6,4.52,0,1.23,0
Alameda,Livermore,1978,32,64,53,54,42.1,59.4,50.7,5.44,0,1.15,0
Alameda,Livermore,1977,27,66,46,47,34.5,56.2,45.4,1.15,0,0.59,0
Alameda,Livermore,1976,20,75,46,52,30.9,63.2,47.1,0.3,0,0.3,0
Alameda,Livermore,1975,22,73,46,48,32.4,60.3,46.4,0.84,0,0.51,0
Alameda,Livermore,1974,24,69,50,45,35.7,58.1,46.9,1.5,0,0.28,0
Alameda,Livermore,1973,20,64,53,50,34.8,55.7,45.3,5.5,0,1.34,0
Alameda,Livermore,1972,22,66,45,49,30.5,56.3,43.4,0.9,0,0.61,0
Alameda,Livermore,1971,23,70,53,49,35.1,57.9,46.5,1.19,0,0.47,0
Alameda,Livermore,1970,22,66,57,46,40.4,59.5,49.9,5.38,0,1.18,0
Alameda,Livermore,1969,24,64,55,45,36.6,55,45.8,6.28,0,1.55,0
Alameda,Livermore,1968,22,72,52,42,32.5,57.2,44.9,3.93,0,2.52,0
Alameda,Livermore,1967,31,66,53,49,36.6,57.7,47.2,6.14,0,1.98,0
Alameda,Livermore,1966,25,65,50,49,32.9,57.6,45.3,1.05,0,0.95,0
Alameda,Livermore,1965,26,64,47,45,37,55,46,2.11,0,0.65,0
Alameda,Livermore,1964,22,64,46,48,31.5,55.7,43.6,2.37,0,1.19,0
Alameda,Livermore,1963,21,65,49,39,28.9,54.4,41.6,1.4,0,0.83,0
Alameda,Livermore,1962,23,68,51,33,32.2,54.8,43.5,0.73,0,0.65,0
Alameda,Livermore,1961,18,64,42,38,29.7,53.4,41.6,2.08,0,0.99,0
Alameda,Livermore,1960,21,65,47,46,34.7,55.4,45,2.98,0,0.61,0
Alameda,Livermore,1959,25,71,53,55,37.5,61.4,49.5,2.45,0,0.76,0
Alameda,Livermore,1958,28,67,47,47,36.1,59.8,48,3.16,0,0.82,0
Alameda,Livermore,1957,25,66,48,45,31.6,55,43.3,2.65,0,0.86,0
Alameda,Livermore,1956,30,63,48,49,39,57.1,48,5.49,0,0.6,0
Alameda,Livermore,1955,25,60,45,45,32,52.8,42.4,2.45,0,0.75,0
Alameda,Livermore,1954,25,63,43,42,33.5,57.6,45.6,2.19,0,0.72,0
Alameda,Livermore,1953,26,72,57,52,39.3,61.1,50.2,2.07,0,0.5,0
Alameda,Livermore,1952,24,62,49,45,34.4,53.4,43.9,7.6,0,3.45,0
Alameda,Livermore,1951,25,66,47,49,35.6,56.8,46.2,2.23,0,0.48,0
Alameda,Livermore,1950,20,69,50,40,31.7,52.5,42.1,4.65,0,0.81,0
Alameda,Livermore,1949,19,60,35,39,26.9,50.4,38.6,1.39,3,0.35,3
Alameda,Livermore,1948,27,75,55,58,39.6,63.5,51.6,0.2,NULL,0.11,NULL
Alameda,Livermore,1947,23,67,37,42,28.1,54.3,41.2,0.69,NULL,0.46,NULL
Alameda,Livermore,1946,25,71,37,52,30.8,60.3,45.6,0.76,NULL,0.45,NULL
Alameda,Livermore,1945,26,64,45,42,34.3,54.1,44.2,0.87,NULL,0.35,NULL
Alameda,Livermore,1944,30,68,46,46,37.4,58.5,47.9,2.36,NULL,0.86,NULL
Alameda,Livermore,1943,21,68,51,46,36.7,59.3,48,4.48,NULL,1.91,NULL
Alameda,Livermore,1942,22,65,54,45,37.5,54.5,46,3.89,NULL,0.87,NULL
Alameda,Livermore,1941,32,71,49,47,40.9,58.9,49.9,3.24,NULL,0.58,NULL
Alameda,Livermore,1940,28,67,58,38,41.6,55.4,48.5,8.13,NULL,1.06,NULL
Alameda,Livermore,1939,28,66,45,45,37,58,47.5,2.4,NULL,1.18,NULL
Alameda,Livermore,1938,29,63,45,45,37,55.9,46.5,2.4,NULL,0.69,NULL
Alameda,Livermore,1937,19,59,41,36,30.9,48.2,39.5,3.38,NULL,0.74,NULL
Alameda,Livermore,1936,31,66,54,52,40.3,59.2,49.7,3.28,NULL,1.22,NULL
Alameda,Livermore,1935,26,62,44,45,36.5,53.8,45.1,3.53,NULL,0.68,NULL
Alameda,Livermore,1934,30,71,49,44,38.8,57.3,48,1.29,NULL,1.06,NULL
Alameda,Livermore,1933,23,65,45,46,33.8,52.1,42.9,4.51,NULL,0.84,NULL
Alameda,Livermore,1932,28,66,49,44,38.6,54.9,46.8,1.29,NULL,0.47,NULL
Alameda,Livermore,1931,33,72,51,49,40.8,59.9,50.3,3.45,NULL,0.84,NULL
Alameda,Livermore,1930,29,67,47,43,39.3,53.6,46.4,3.64,NULL,0.6,NULL
Alameda,Livermore,1929,24,61,48,42,34.8,52.9,43.9,1.26,NULL,0.51,NULL
Alameda,Livermore,1928,23,66,48,46,36.6,54.5,45.6,1.46,NULL,0.5,NULL
Alameda,Livermore,1927,27,67,53,48,39.8,55.3,47.5,1.74,NULL,0.54,NULL
Alameda,Livermore,1926,21,63,50,39,32.6,51.7,42.2,2.35,NULL,0.75,NULL
Alameda,Livermore,1925,28,65,49,48,37.6,55.5,46.5,1.02,NULL,0.85,NULL
Alameda,Livermore,1924,22,62,47,37,33.6,54.8,44.1,1.4,NULL,0.81,NULL
Alameda,Livermore,1923,23,63,46,40,34.6,51.7,43.2,1.8,NULL,0.45,NULL
Alameda,Livermore,1922,20,62,48,40,30.4,50.9,40.7,1.51,0.4,0.63,0.3
Alameda,Livermore,1921,29,62,45,45,38.1,54.5,46.2,3.38,NULL,0.77,NULL
Alameda,Livermore,1920,26,75,47,42,36.2,60.2,48.2,0.22,NULL,0.2,NULL
Alameda,Livermore,1919,19,74,50,50,33.9,62.4,48.1,1.03,NULL,0.73,NULL
Alameda,Livermore,1918,26,72,45,58,35,64.7,49.9,0.59,0,0.32,0
Alameda,Livermore,1917,22,68,40,40,32.2,59.2,45.7,1.06,NULL,0.74,NULL
Alameda,Livermore,1916,28,60,52,51,37.1,55.3,46.2,11.35,0.5,3.03,0.5
Alameda,Livermore,1915,28,63,50,52,37.4,58.7,48,4.16,NULL,0.74,NULL
Alameda,Livermore,1914,29,70,54,56,41.3,60,50.5,7.1,NULL,1.29,NULL
Alameda,Livermore,1913,24,73,48,41,33.8,58,46.1,2.63,0,0.85,0
Alameda,Livermore,1912,27,66,50,49,41.3,61.7,51.6,2.66,0,1.02,0
Alameda,Livermore,1911,29,77,51,48,38.8,59.1,49.1,12.6,NULL,2.54,NULL
Alameda,Livermore,1910,26,63,47,46,35.3,54.2,44.8,2.5,NULL,0.79,NULL
Alameda,Livermore,1909,31,69,58,45,43.7,58.6,51.1,10.18,0,2.72,0
Alameda,Livermore,1908,30,64,51,51,42.1,58.4,50.5,2.27,NULL,0.65,NULL
Alameda,Livermore,1907,27,66,53,43,38.3,55,47,4.13,1.1,1.01,0.5
Alameda,Livermore,1906,23,71,52,52,37.4,60.6,49,5.56,NULL,1.73,NULL
Alameda,Livermore,1905,27,69,51,50,39.2,59,49.1,2.43,NULL,0.88,NULL
Alameda,Livermore,1904,27,70,45,50,34.9,59.5,47.2,0.89,NULL,0.52,NULL
Alameda,Livermore,1903,23,67,56,45,37.5,57.2,47.3,3.19,NULL,1.37,NULL
Alameda,Newark,2015,34,70,48,53,43.4,61.3,52.3,0,NULL,0,NULL
Alameda,Newark,2014,35,71,51,57,44.5,63.9,54.2,0.04,NULL,0.02,NULL
Alameda,Newark,2013,32,66,53,49,39.9,56.3,48.1,0.27,NULL,0.15,NULL
Alameda,Newark,2012,30,69,49,52,41.2,59.9,50.5,0.95,NULL,0.69,NULL
Alameda,Newark,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alameda,Newark,2010,34,66,51,49,43.8,57.7,50.7,4.64,0,1.06,0
Alameda,Newark,2009,30,72,50,48,41.6,60.6,51.1,1.08,0,0.68,0
Alameda,Newark,2008,36,63,52,46,42.2,54.8,48.5,5.08,0,1.17,0
Alameda,Newark,2007,30,66,46,48,38.5,57.5,48,0.74,0,0.19,0
